Gene	Sendai Day 0 rep1	Sendai Day 0 rep2	Sendai Day 0 rep3	Sendai Day 7 rep1	Sendai Day 7 rep2	Sendai Day 7 rep3	Sapporo Day 0 rep1	Sapporo Day 0 rep2	Sapporo Day 0 rep3	Sapporo Day 7 rep1	Sapporo Day 7 rep2	Sapporo Day 7 rep3	Sapporo Day 31 rep1	Sapporo Day 31 rep2	Sapporo Day 31 rep3
NA_NA_MSTRG.16367	12.226523	67.208008	0	1.273552	0	1.462763	0.481343	0	3.662267	14.448085	2.507836	0.480637	4.39055	3.162961	1.509379
NA_NA_MSTRG.16369	0	0	0	1.173524	2.279167	0.277961	0	0	0	2.791586	1.413612	0	1.89398	2.798748	3.034203
NA_NA_MSTRG.16370	1.426711	3.921886	0.93757	37.299398	38.469111	58.831737	1.229872	2.237544	0	42.450598	12.50238	1.166574	39.955761	99.150285	60.087716
NA_NA_MSTRG.16399	0	0	0	0	0	0	0	0	0	0.900709	9.238347	0	0.440213	12.401513	6.116106
NA_NA_MSTRG.16439	0	0	0	2.248567	3.340865	2.540644	0	0	0	0	0	0	0.50213	1.255727	0.89132
NA_NA_MSTRG.1644	47.142388	6.627461	22.607523	10.037895	5.519979	5.803391	23.319295	3.950989	27.787257	22.742147	17.364826	8.819464	11.251996	12.502453	16.588567
NA_NA_MSTRG.1649	2.637539	1.037846	3.383151	0.342882	0.390902	0.739891	2.953459	0.184664	3.447663	1.360887	0.828571	0.562378	0.447611	0.483616	0.863137
NA_NA_MSTRG.1650	3.671268	8.170674	7.693502	1.474185	4.107169	3.341724	6.445351	0.682673	7.322382	3.597438	3.431027	1.461938	1.614879	3.110122	1.893884
NA_NA_MSTRG.16508	0	0	0	1.135931	5.904694	1.398922	0	28.288677	0	0	0.50213	0	2.535713	1.635566	1.766338
NA_NA_MSTRG.16509	0	4.816284	0.906734	5.855074	4.266908	4.453763	1.776114	6.723851	3.393105	2.340864	1.888309	1.730459	0.443802	1.24307	1.348209
NA_NA_MSTRG.1651	5.084368	11.180363	0	1.769304	5.067171	4.538062	8.247074	0.732048	8.668084	4.837479	0	1.976247	1.804472	0	2.192173
NA_NA_MSTRG.16551	0	0	0	0	9.437672	6.39315	0	11.330331	1.93244	0	0	0	3.125474	0	0
NA_NA_MSTRG.16575	1.246436	0.377237	0	0.918878	2.613646	1.598583	0	0	0	0.779211	0	0	1.896374	5.365289	2.722586
NA_NA_MSTRG.16577	0.25578	0.638463	0	0.723066	1.166196	1.935756	0	0	0	0.45402	0	0	1.936736	1.815811	1.966107
NA_NA_MSTRG.16604	0	0	0	1.934042	5.906308	6.53601	0	0	0	0.568901	0	0	0.539287	3.406256	0.615384
NA_NA_MSTRG.16606	0.109771	0	0	1.00281	3.10202	4.755652	0	0	0	0.567012	0	0	0.450683	1.81594	0.493088
NA_NA_MSTRG.16631	0	0.604689	0	0.960206	1.260234	0.862216	0	0.133007	0	1.133031	2.582099	0	1.228188	2.061469	1.211192
NA_NA_MSTRG.16658	0.247778	0.528943	0.11115	1.347584	2.997084	3.19637	0	0.173212	0.116546	0.786831	0.283984	0	1.986506	2.104534	1.87234
NA_NA_MSTRG.16663	0.931209	11.246536	0.683459	16.004983	44.832945	33.814757	0.534834	1.007113	0.877513	7.58148	0.28538	0.520436	10.602266	15.751546	5.679118
NA_NA_MSTRG.16668	0.578638	1.551526	0.203188	4.870429	7.534505	3.132854	0.096778	1.685579	0.211986	2.814002	1.141159	0.282639	12.830302	12.680092	0
NA_NA_MSTRG.16702	0	4.545735	6.589075	3.312059	2.184164	19.650614	0	0	0	0	0	3.644894	3.258738	0.97597	4.992739
NA_NA_MSTRG.16751	2.458597	1.706503	3.442209	1.008372	1.290802	1.065617	3.335587	2.87563	2.240261	2.308378	0.333644	1.086577	1.629046	1.85891	0.92638
NA_NA_MSTRG.16779	0	0	0	6.989577	4.607833	11.542664	0	0	0	6.12873	0	0	1.370927	0	0
NA_NA_MSTRG.16780	0	0.972073	0	9.130203	27.545208	12.761037	0	0.710425	0.119702	5.754629	2.441414	0	3.829248	4.847904	1.236745
NA_NA_MSTRG.16849	0.277136	0.15424	0	1.685486	4.387561	1.825659	0	0.084308	0	0.90214	0.249052	0	5.830166	5.804176	5.732079
NA_NA_MSTRG.1688	0	0	0	0	0.744188	0	0	0	0	0	0	0	1.697668	9.157284	0.768083
NA_NA_MSTRG.1690	0	0.098856	0	3.538994	26.787303	14.652157	0	0.592883	0	14.151671	4.16505	0.049005	21.23659	87.898128	26.2231
NA_NA_MSTRG.16906	0	0	0	3.257814	10.317772	8.212687	0	0	0.255587	2.552499	1.574916	0.119972	1.964255	8.30629	4.320299
NA_NA_MSTRG.16935	0.6675	5.444036	0.977505	14.786539	34.026158	25.562402	1.124982	3.919345	0.882543	10.848584	3.462887	0.305313	22.570982	44.236551	29.620014
NA_NA_MSTRG.16961	0.261442	0.356555	0.460881	1.930003	0.611193	1.214062	0	0	0	0.564853	0.405143	0	1.115333	1.602684	1.94683
NA_NA_MSTRG.16979	6.442029	4.314065	4.937499	4.901367	7.753245	7.021884	5.538314	12.286534	4.659908	9.185126	3.924049	5.915878	4.597723	3.558848	4.451112
NA_NA_MSTRG.17031	0	0	0	0	0	0	0	0	0	0.449035	0.684294	0	2.994595	4.214941	0.858778
NA_NA_MSTRG.17038	0.208705	0	0.275238	4.997222	5.68375	8.687579	0	0.190631	0.192399	3.128026	2.694615	0.514344	2.81249	3.800058	2.47792
NA_NA_MSTRG.17074	0	0	0	1.845858	3.107101	3.366574	0	0.014233	0.167307	0.814724	0.834295	0	1.082321	1.088132	1.618599
NA_NA_MSTRG.17080	0	3.901879	0.745282	6.872685	10.666036	8.410023	0.064957	1.051658	0.350737	1.774896	0.621887	0	3.615956	6.094021	3.551144
NA_NA_MSTRG.171	0	0.969424	0.072864	3.780666	5.573467	7.608074	0.070111	0.151018	0	1.164694	0.149079	0	2.439847	2.057719	1.966332
NA_NA_MSTRG.17104	0.469647	1.16913	0.285656	1.667052	3.395619	2.331852	0	0.172541	0	0.665989	0	0	3.606917	1.418945	0.658209
NA_NA_MSTRG.17161	0	0	0	2.105027	4.326278	3.15321	0	0	0	2.271641	0.782415	0	1.312235	0.258501	0.140183
NA_NA_MSTRG.17273	0.194779	2.505653	0	3.549879	14.034427	7.73678	0.082183	2.661545	0.089556	5.009785	5.238102	0	20.619954	46.604937	14.995249
NA_NA_MSTRG.1732	0	0.392571	0	3.909936	11.644551	18.630766	0	0	0	0.750949	0	0	1.877807	6.35318	4.500439
NA_NA_MSTRG.17333	0.053002	0.447258	0.046482	2.153045	3.93762	4.45851	0	0	0	0.14112	18.335251	0.042815	0.612018	0.687571	0.571803
NA_NA_MSTRG.17356	0	6.560296	0	0	5.230923	1.711606	0	1.067914	1.925831	0	0	0	0.005893	7.869411	4.52494
NA_NA_MSTRG.1737	0	0	0	4.714615	4.855717	6.308678	0	0	0	0	0	0	0.334751	1.658701	1.287976
NA_NA_MSTRG.1739	0	0.245832	0	3.890718	3.511502	6.251898	0	0	0	0.033705	0	0	1.459729	2.430009	1.479107
NA_NA_MSTRG.1740	0	0.699889	0	0.950047	3.557848	1.865272	0	0	0	1.124858	0	0	1.081616	4.209387	2.060436
NA_NA_MSTRG.1741	0	2.334258	0	16.881414	15.47629	13.88079	0.316791	0	0	3.097412	0.393826	0	5.443288	7.112989	6.714263
NA_NA_MSTRG.1742	0	0.193662	0	2.44218	2.448115	2.779773	0	0	0	0.549257	0.34745	0	1.805696	3.255693	4.585602
NA_NA_MSTRG.17421	0.159645	0.532217	0	0.324095	1.845569	2.845053	0.134718	0	0	0.581773	0.337427	0	3.778891	2.025981	4.557978
NA_NA_MSTRG.1743	0	0.299404	0	2.373856	1.581855	0.725626	0.086863	0	0	0	0	0	1.181234	1.888715	2.882657
NA_NA_MSTRG.175	0	0.994781	0	0.303267	9.590774	2.096671	0.252121	0.530818	0	1.581713	2.671091	0	11.501113	35.519081	28.34673
NA_NA_MSTRG.17513	0	0	0	0	0.555063	0	0	0	0	2.53722	1.187723	0	0.746563	2.839999	2.028317
NA_NA_MSTRG.17528	0	0.512038	0	0.945683	0.719948	0.658523	0	0.283424	0.286052	7.256873	0.279085	0	6.137157	5.508893	5.476436
NA_NA_MSTRG.17537	0.484107	0.300894	0	3.159893	3.788528	3.921543	0	0	0	1.007868	0.878953	0.131892	1.262595	0.745245	1.13549
NA_NA_MSTRG.17568	2.081495	2.338212	2.389823	0.733683	0.745152	1.187931	0.970281	0.440018	1.911106	0.784025	0.072214	0.130703	0.47403	1.237666	0.316592
NA_NA_MSTRG.17632	0	0	0	0.607391	0	3.053921	0	0	0	0	0.805279	0.244146	0.752636	2.834375	0.384264
NA_NA_MSTRG.17639	44.426692	5.676419	23.379209	1.822378	6.386915	3.577524	7.967875	12.322984	17.147157	18.199143	27.321453	12.708991	19.340038	7.2619	39.449745
NA_NA_MSTRG.17673	17.682044	2.899173	8.016258	2.246297	0.299559	1.481468	6.756273	3.209207	8.446255	4.46452	3.364988	0.783128	1.069649	1.429745	4.082259
NA_NA_MSTRG.17702	0	0	0	1.400301	2.125883	2.907428	0	0	0	1.008067	0.363053	0.3413	0.336585	3.120208	1.187099
NA_NA_MSTRG.17770	0	0	17.179998	0	0	0	0	0	0	14.104924	0	0	0	0	1.576187
NA_NA_MSTRG.17778	0	0.244178	0	0	0	0	0.964206	5.839231	0.538824	1.038795	1.310305	0.719624	0.491744	0	0.748798
NA_NA_MSTRG.17779	0	0	0	0	0	0.295157	1.063951	3.508847	0.549479	1.590994	3.219247	0	0	0.534233	0
NA_NA_MSTRG.17825	0	0	0	2.359481	2.683941	3.8747	0.431542	0.231791	0	2.516917	1.39031	0	4.336119	6.11845	2.722549
NA_NA_MSTRG.17829	0.38349	0.870287	0.397675	2.297307	3.459745	4.497164	0.234243	0.564481	0.224132	1.45309	0.500428	0.171132	3.545931	6.763246	3.721854
NA_NA_MSTRG.1783	0	0.666528	0.350682	0.811769	4.139094	0.845084	0	0	0	3.747648	0	0	1.665263	13.492728	2.308462
NA_NA_MSTRG.17844	0	3.282065	3.739612	3.712613	0	0	1.792734	4.998708	0	0	0	0	0	0	0
NA_NA_MSTRG.17847	0	0	0	0.608976	0.437269	2.119803	0	0	0	2.884327	0.701972	0	0.97986	0	0.737282
NA_NA_MSTRG.17951	0.026701	10.135475	0	11.780911	38.038787	16.096005	0	0.446909	0	5.996657	1.706951	0	12.234919	17.018813	20.751622
NA_NA_MSTRG.17982	0	0	0	0	18.177966	0	0	0	0	6.895523	0	0	2.787704	6.034153	1.749671
NA_NA_MSTRG.17984	0	0	0	2.614091	0.914844	2.594786	0	0	0	0.237042	0	0	2.31882	2.846453	1.442069
NA_NA_MSTRG.17986	2.162929	14.204266	1.628097	53.696067	93.381619	87.497726	1.22365	5.091773	0.190421	36.058787	8.682574	0.593546	59.775334	124.553054	82.096725
NA_NA_MSTRG.17988	0.416671	5.004719	0	7.92238	9.246732	12.598853	0	0	0	3.303976	0.872253	0	7.388248	4.047149	5.3426
NA_NA_MSTRG.17992	4.292138	5.629314	3.507834	1.70521	5.837396	9.184428	2.074515	3.49994	19.763469	6.132523	1.79288	1.006806	2.319362	5.294858	2.474706
NA_NA_MSTRG.17994	0	0	0	0.929493	1.767874	3.678861	0	0	0	1.620013	0.268372	0.831095	2.054424	0.892793	0.582159
NA_NA_MSTRG.18002	0.649862	0	0.284963	15.73571	21.366776	20.784789	0	0	0	0	0	0	0	0	0
NA_NA_MSTRG.18029	1.984949	5.953818	1.584639	3.123805	4.05139	3.554661	1.071623	4.076483	2.950403	2.343153	1.607666	0.586895	0.877443	0.552059	0.760311
NA_NA_MSTRG.18055	1.974116	4.698493	1.45541	39.334679	42.854149	52.744478	1.21324	11.956357	2.699072	23.181376	18.582188	2.837816	3.74684	17.246707	19.696392
NA_NA_MSTRG.18074	3.099338	3.019989	1.321269	17.077844	25.547081	27.701892	1.984467	2.146535	1.399369	11.325467	3.547073	0.807834	18.663775	27.943396	15.7243
NA_NA_MSTRG.1810	0	0	0	1.755145	2.000947	2.440304	0	0	0	1.023091	1.034209	0.933569	3.87691	4.09517	5.542675
NA_NA_MSTRG.18155	0	0	1.31365	10.689262	0	14.290387	0	0.262905	0	2.729649	0	0	2.598246	8.83308	1.955512
NA_NA_MSTRG.18183	0.169631	0.194393	0.138165	1.486805	3.430048	2.86381	0.178215	0.463466	0.155597	1.442656	0.380468	0.173548	2.031357	2.248516	1.631108
NA_NA_MSTRG.18186	2.02286	4.048884	5.972476	27.698789	46.066457	40.773545	2.650942	3.447554	2.653692	0	7.436347	7.077635	34.405451	111.585758	42.486927
NA_NA_MSTRG.18188	0	9.932951	0	67.808054	48.92968	64.938332	0	0	0	43.069145	15.612452	0	112.492415	169.962939	80.912284
NA_NA_MSTRG.18216	0	3.049593	0	0.82169	0.470735	0.289919	0	0	0	0.361033	79.664549	0	0	1.897928	0.522451
NA_NA_MSTRG.18226	0.52356	1.68913	0	0.207271	3.001285	6.735203	0	0	0	13.527914	1.074514	0.132865	24.152292	2.489821	0.482383
NA_NA_MSTRG.18227	0.673493	0	0	0	2.800327	1.236417	0	1.04229	0	15.572636	9.250979	0.056971	1.686107	20.753195	15.030418
NA_NA_MSTRG.18228	0	3.353696	0	18.181373	20.860253	3.037264	0	0	0	0	1.429184	0	4.8375	11.213293	0
NA_NA_MSTRG.18279	0	3.694655	0	3.832958	8.763408	10.46956	0.278909	0	0	3.944683	0.726492	0.13553	17.551746	24.52531	15.404256
NA_NA_MSTRG.18280	0	14.804915	0	17.972438	42.219431	40.861369	0	0.906697	0.198936	14.221098	5.913292	2.365616	71.998762	45.844981	52.47329
NA_NA_MSTRG.18281	0.132725	10.487924	0	5.325719	27.521243	22.632714	0.826008	0	0	6.927873	2.962017	0	38.960261	30.913153	37.203408
NA_NA_MSTRG.18295	0	1.352413	0	0	0	1.079142	0	0	0	0	1676.312514	0	0	6.342354	0
NA_NA_MSTRG.18307	0	2.628963	0	3.591646	5.440409	12.582648	0.101926	0	0	5.349001	11.45472	0	6.013792	4.947412	1.328539
NA_NA_MSTRG.18309	0.931214	6.665864	0	3.659158	1.873752	5.332256	0	0.619286	0	3.344888	1.218257	0	5.255324	13.73841	3.679267
NA_NA_MSTRG.18316	0	0.187151	0	11.576713	8.568689	9.008207	0	0	0	1.593375	0	0	9.230726	39.301606	6.628912
NA_NA_MSTRG.18325	0	0.166503	0	1.136318	2.95099	2.155333	0	0.093105	0	1.356334	0.823744	0	1.116791	2.659165	1.429244
NA_NA_MSTRG.18341	1.777262	33.242737	0	0	0	0	0	0	1.639016	0.45457	10.038222	0	0.859659	0	0
NA_NA_MSTRG.18344	1.049777	89.042767	0	0	0	0.652365	0	0	0	0.689457	65.481982	0	2.861563	0	0
NA_NA_MSTRG.18410	2.872926	2.389113	2.889188	0.593728	1.128506	0.47988	1.467205	2.041957	1.075307	1.036105	0.349705	0.395288	0.12313	0.115539	0.724298
NA_NA_MSTRG.18453	0	0	0	3.539573	3.615188	3.165113	0	0	0	0.207564	0.879991	0	0.587341	0.826693	2.241538
NA_NA_MSTRG.18470	0.642356	2.581965	0.233649	14.556712	27.325615	20.455766	0.04519	0.242251	0.196978	14.575541	19.243297	0.131756	12.20962	21.212196	9.49285
NA_NA_MSTRG.18487	0	0.266495	0	0.217891	2.064868	1.888695	0	0	0	0.198453	0.752289	0	0.184361	1.853504	2.290278
NA_NA_MSTRG.18488	0	0	0	0.367828	1.385429	1.810759	0	0.088465	0	0.034623	0.24811	0	0.487214	0.456832	0.379676
NA_NA_MSTRG.1851	0	13.765962	0	7.475821	17.575117	23.537317	0	5.984221	0.376968	0	0	0	6.200201	11.242724	4.831834
NA_NA_MSTRG.18515	0	0	0	1.093434	3.364594	2.504277	0	0	0	0.760351	0	0	1.069046	0.679058	0.751282
NA_NA_MSTRG.18530	0	0	0	0.706245	0	0.740159	0	0	0	0	0	0	4.06818	0.41403	1.563811
NA_NA_MSTRG.18552	1.458277	2.745764	1.149956	4.276838	7.41841	7.098403	0.829381	1.459325	0.893432	2.169542	1.004389	0.621492	6.079757	9.860488	6.135872
NA_NA_MSTRG.18553	0	0	0	0	0	3.189471	2.419924	0	0	4.656215	0	0	0	0	0
NA_NA_MSTRG.18561	0.332243	0.737066	0.320863	1.75092	3.522265	5.247894	0.168556	0.575848	0.397511	1.822269	0.358409	0.054604	5.420578	8.069306	4.179548
NA_NA_MSTRG.1858	0	0	0	0.446847	8.736339	2.561418	0	0	0	0	5.799311	0	0	0.527898	0
NA_NA_MSTRG.18591	0.836088	2.871888	0	13.110858	25.389416	6.893388	0	2.603596	0	4.736169	2.189404	0	17.953982	34.733685	17.520569
NA_NA_MSTRG.1862	0	0.167459	0.244737	1.329916	1.280426	2.551097	0	0	0	0.73807	0.250366	0.228863	0.502057	1.085558	1.791151
NA_NA_MSTRG.18623	1.010728	14.798142	0.965366	70.240679	109.298062	95.761159	1.782877	33.659699	2.320657	57.366791	32.802645	0	6.128466	39.256486	30.760809
NA_NA_MSTRG.18632	0	0	0	3.982718	9.071487	9.054044	0	0.652788	0	6.997041	0	0	9.858378	7.733411	12.628699
NA_NA_MSTRG.18660	7.518276	8.414296	3.674578	2.643336	3.171108	2.690481	2.426473	17.584391	6.704453	3.461038	0.697261	1.50477	5.068789	4.500712	5.662261
NA_NA_MSTRG.18667	0	0	0	0	0.825622	0	0	0	0	1.272795	0	0	3.619617	8.911425	1.694511
NA_NA_MSTRG.18670	1.053584	0.799823	0.339129	1.564746	1.915192	2.284754	0.130722	0.523986	0.035613	1.129448	0.415551	0.158805	2.339735	2.971505	1.83338
NA_NA_MSTRG.18672	0	5.108163	0.890876	1.55968	4.122511	2.635941	0.398157	0.359522	1.122371	0	0	0	2.482764	2.390658	1.425511
NA_NA_MSTRG.18682	0	1.214894	0	1.262689	7.550633	3.696829	0	0	0	0.317759	0	0	2.160778	2.941826	0.696782
NA_NA_MSTRG.18683	0	0.82806	0	2.219422	3.429429	3.598449	0	0.259566	0	0.126422	0	0	2.136173	1.084604	1.449845
NA_NA_MSTRG.1871	1.733943	1.254213	0.872891	4.122394	4.942496	5.414493	0.542635	0.936564	0.736671	2.036767	0.430199	0.263485	6.099553	8.883303	6.010754
NA_NA_MSTRG.18725	0	0	0	0	3.916521	0	0	67.046203	0	0	0	0	0	0	0
NA_NA_MSTRG.18861	0	0.824842	0	1.715978	3.102382	2.979311	0	0.258003	0	0.75208	0.381079	0	1.429434	1.832552	1.899357
NA_NA_MSTRG.18889	2.403471	2.712266	1.130941	5.899458	7.76006	8.533367	0.741051	3.359826	0.780519	4.174097	2.918741	0.478926	9.18305	18.150719	8.49685
NA_NA_MSTRG.18900	0	0	0	0	1.041399	164.289558	1.553467	1.774394	59.263208	0	0	0	7.51288	0	0
NA_NA_MSTRG.18908	0.208183	0	0	0.81765	1.17791	0.708678	0	0	0	1.635041	0.187713	0	1.422307	3.962962	1.707034
NA_NA_MSTRG.18911	0.972862	0.489758	0.085964	1.782972	2.939546	2.124852	0	0.089308	0.180274	2.239276	0.34517	0	2.631944	5.100876	3.013848
NA_NA_MSTRG.18912	2.015615	1.928041	1.144392	5.629576	7.872037	7.134844	1.01938	1.129359	0.896838	3.244646	0.935399	0.455408	5.100117	14.038468	6.809909
NA_NA_MSTRG.1895	1.144238	8.84477	1.010239	18.844987	26.134142	33.772513	0	3.152721	1.061637	12.775582	8.390949	0.105203	35.30528	33.110278	42.497104
NA_NA_MSTRG.18954	0	0	0	0.408976	3.030642	3.259669	0	0	0	1.964983	0.118385	0.165217	1.436428	3.005855	1.243234
NA_NA_MSTRG.18955	0	0.165381	0.14009	0.258823	1.337579	2.624045	0	0	0	0.352228	0	0	0.580972	2.086616	0.760739
NA_NA_MSTRG.18960	0	0	0	0	0	0	11.378803	0	16.932476	0	0	0	0	0	0
NA_NA_MSTRG.1898	1.262866	60.100066	0	24.882093	66.819121	46.761713	0	0.272986	0.544147	5.985393	12.135151	0	5.835641	27.182097	5.244238
NA_NA_MSTRG.19014	0	0	0	0.275744	1.878832	0.766773	0	48.069471	0	0.160734	0	0	0	0.428918	0
NA_NA_MSTRG.19044	0	0	0	12.238629	28.612695	21.224794	0	0	0	3.658587	0.925744	0.421003	2.159447	6.705134	5.615708
NA_NA_MSTRG.19056	4.763586	3.156501	4.051528	1.035979	1.277545	1.763092	1.67567	1.109018	8.79745	4.915447	5.985818	0.607807	1.534751	0.953068	3.319925
NA_NA_MSTRG.19148	2.062272	6.60867	17.030529	2.085824	3.068306	3.534136	2.486096	0	5.416901	3.922088	7.128548	1.932908	5.688419	6.598856	3.403497
NA_NA_MSTRG.19149	3.724216	20.137594	30.760755	2.885868	3.932274	2.953637	6.151619	1.090399	14.53638	4.376774	6.965664	5.633757	11.556992	10.612963	4.490601
NA_NA_MSTRG.19155	0	4.389946	0	4.435261	45.878522	4.231782	0.26642	0	0	1.119418	0	0	1.539765	39.679019	8.168883
NA_NA_MSTRG.19160	210.860956	47.008706	4.19763	12.206824	7.834399	8.67712	8.729475	399.285978	2.110796	41.572978	0	2.87413	4.437576	1.324171	5.8475
NA_NA_MSTRG.19166	0.574237	0.012209	0	0.58585	2.000301	1.339666	0	0	0	0.520048	0	0	1.478929	3.469361	1.128841
NA_NA_MSTRG.19178	0.376347	1.234693	0.047016	4.150186	6.367395	9.227531	0.043875	0.489183	0	3.270682	1.436238	0.132561	4.495574	5.966166	4.545752
NA_NA_MSTRG.19179	0	1.041925	0	5.456159	9.98926	7.062357	0	0	0	6.381634	1.034334	0	6.684995	5.890434	5.143525
NA_NA_MSTRG.19181	0	3.000582	0	0	14.654843	6.112544	0	0	0	5.132041	3.433822	0	17.714141	76.902966	19.284896
NA_NA_MSTRG.19183	4.548527	4.669601	2.743114	81.189439	61.407286	53.169172	0	0	0	2.248349	0	0	0	0	0
NA_NA_MSTRG.19184	32.364008	97.568687	76.26449	559.308944	992.021321	710.388697	44.916769	237.083697	26.054646	545.67862	425.224379	20.116317	110.328754	458.942302	184.604844
NA_NA_MSTRG.19188	0.893315	5.026543	0.919716	8.618311	15.890558	12.624275	0.348306	2.281394	0.673865	4.297085	19.466286	0.052208	7.757388	9.975873	8.119494
NA_NA_MSTRG.19189	0	0.747696	0	1.039399	1.695801	2.711257	0	0	0	0.229789	2.557465	0.213398	0.65348	1.53144	0.985942
NA_NA_MSTRG.19201	0	2.759558	1.72624	0.939171	0.957139	0.51184	0.08763	0	2.191044	0	0	0	1.652527	1.22723	1.198661
NA_NA_MSTRG.19237	0	0	0	0.331819	0.872148	0.620398	0	11.289205	0	0.290615	0.391698	0	0.72958	1.241453	1.117257
NA_NA_MSTRG.19251	0	0.925975	0.193118	2.690118	5.014054	3.903499	0	0	0	1.465772	0.399111	0	1.309003	2.103203	1.711892
NA_NA_MSTRG.19255	0.52101	0.434228	0.456922	0	0.602913	0.367649	0	0	0	2.769818	0	0	1.315009	4.324927	1.331606
NA_NA_MSTRG.1927	0.667491	2.627254	1.948348	12.555227	27.891233	15.161181	0.87698	1.925925	1.02112	10.174765	27.591772	3.886498	11.173917	16.074588	14.012239
NA_NA_MSTRG.19278	0.425383	0.234048	0.124491	1.585689	1.698341	2.602025	0.039996	0.301637	0.173682	0.715319	0.255347	0.074826	2.628396	2.745096	2.000273
NA_NA_MSTRG.1928	0	0.459658	0.229498	27.301998	159.492854	64.542308	0	0	0	0.927848	0.156517	0	3.878158	5.760189	35.463632
NA_NA_MSTRG.19301	0	0	0	0	1.164787	0	0	67.101549	0	0	0	0	0	0	0
NA_NA_MSTRG.19346	0	0	0	23.290495	18.075611	10.649621	0	0	0	2.610442	0	0	1.079288	1.191948	0.13861
NA_NA_MSTRG.19430	0	0	0	3.082489	1.51382	1.527241	0	0	0	0.193344	0.191537	0	1.46532	3.352307	0.854054
NA_NA_MSTRG.19438	0.072522	0	0.12914	1.286558	1.606039	2.069348	0.062131	0.134165	0.067705	0.972012	0.263561	0.060383	1.416345	1.827873	1.431184
NA_NA_MSTRG.19446	0	0.332226	0	2.002766	14.807492	6.437065	0	0	0	1.772482	0	0	1.011162	1.892892	1.795726
NA_NA_MSTRG.19495	277.272632	747.258112	0.429209	6.281704	2.011006	17.625572	0	0.767841	0	3.023646	172.077423	0	7.387122	3.249225	12.887578
NA_NA_MSTRG.19497	38.73411	110.739148	0	1.087153	0	3.191254	0	0	0	0	45.812188	0	0	0	0.314138
NA_NA_MSTRG.19510	180.995142	479.480131	0	0	0	0.463154	0	0	2.501805	0.603657	327.618586	0	1.713838	0.805428	1.091939
NA_NA_MSTRG.19519	0	3.146406	0	0	0	4.248545	0	0	0	2.972507	6.864152	0	8.932356	71.988413	6.968829
NA_NA_MSTRG.19528	0	0	0.109639	0.247452	0	0	0	3.089486	0	0.487389	28.227106	0.408064	0.269198	0.242789	0.240846
NA_NA_MSTRG.19530	6.504261	11.882779	7.521183	1.432381	11.848059	6.529449	4.993291	0	5.221961	3.934157	5.574517	0.472422	0.686468	0.664412	0.593533
NA_NA_MSTRG.19531	0	0	0	3.614803	0	4.370201	0	1.771322	0	0	0	3.419353	1.637975	1.977536	0.883836
NA_NA_MSTRG.19543	0	0.221757	0	1.349045	1.576461	1.876612	0	0	0	0.821794	0.13368	0	3.798814	2.725435	1.89574
NA_NA_MSTRG.19548	0	0	0	1.372117	2.611014	1.711575	0.336603	0.367101	0	0.892199	1.890545	0	0	0.23856	0.380344
NA_NA_MSTRG.19635	0.791065	8.946287	1.23555	11.709699	98.880104	15.589771	0	5.458159	2.977466	14.343344	4.697083	0	32.472539	47.074195	49.400123
NA_NA_MSTRG.19639	0	0	7.506917	0	0	0	0	0	0	0	7.801707	0	0	6.096699	0
NA_NA_MSTRG.19644	43.174093	17.867825	0	0	0	0	0	0	34.609216	0	0	0	0	0	0
NA_NA_MSTRG.19681	0	4.289187	0	7.057209	10.039619	16.362063	0	0	0.165123	0.473726	0.241652	0	5.489034	2.710075	2.058026
NA_NA_MSTRG.19690	20.690546	21.797146	31.554353	8.778288	5.005003	20.66198	7.339928	0.935562	5.276511	11.288846	16.720698	13.292172	12.749564	1.305242	0.181044
NA_NA_MSTRG.19705	0	0	0	3.586118	13.556497	2.880257	0	0	0	0.28152	0.349176	0	0.766214	0.460879	0.232435
NA_NA_MSTRG.1974	0.518456	0	0	6.516318	2.233664	1.664213	0	0	0	0.585897	0.448861	0	1.715116	1.380865	5.91581
NA_NA_MSTRG.19775	0	0.099273	0	0.848766	3.454247	2.115225	0	0	0	0.106246	0.266892	0	0.401352	0.422442	0.316338
NA_NA_MSTRG.19785	0	0.447204	0	4.395001	5.024863	10.938825	0	0	0	0	0	0	0	0	0
NA_NA_MSTRG.19888	10.264513	13.335364	13.077981	4.684374	3.730179	8.537622	13.503471	10.465015	6.977307	11.056562	5.743707	5.476312	5.159132	10.148824	8.011546
NA_NA_MSTRG.19904	0.514255	3.121623	1.793092	3.382074	5.311226	3.136506	0.144653	0.07809	0.236445	0.684237	0.766646	0	2.876419	11.220194	2.525757
NA_NA_MSTRG.19933	0	0.25563	0	3.24434	4.218828	2.193114	0	0.277182	0	2.692486	0.570907	0	0.35237	0.849942	0.446565
NA_NA_MSTRG.19934	0	0	0	2.497012	7.551528	1.997495	0	0.453012	0	0.861655	0.219145	0	0.070936	0.292187	0.156858
NA_NA_MSTRG.1994	0	0	0	1.076254	5.518344	2.990917	0	0	0	0	0	0	0	0	0
NA_NA_MSTRG.20011	0	0	0	0.991465	0.82389	0.903371	0	0	0	0.72882	0	0.0845	7.211332	8.106389	1.122162
NA_NA_MSTRG.20020	0	0	0	3.231647	2.468121	4.187615	0	0	0	0	0	0	0	0	0
